@format:idx,R,R,P,P,P,P,tmin,tmax,rate
@common:user_Auv,user_alb,user_xi,user_AuvAv,user_rbinscale,user_rscale,user_Gstar,user_Auv_star,user_Gcomp,user_Auv_comp
5502,H3+,HC4S,HC4SH+,H2,,,1.00e+01,4.10e+04,3.30e-09 * (Tgas / 3.0e2)**(-0.50)
5503,HCO+,HC4S,HC4SH+,CO,,,1.00e+01,4.10e+04,1.21e-09 * (Tgas / 3.0e2)**(-0.50)
5504,N2H+,HC4S,HC4SH+,N2,,,1.00e+01,4.10e+04,1.21e-09 * (Tgas / 3.0e2)**(-0.50)
5505,H3O+,HC4S,HC4SH+,H2O,,,1.00e+01,4.10e+04,1.43e-09 * (Tgas / 3.0e2)**(-0.50)
5506,He+,HC4S,C4S+,H,He,,1.00e+01,4.10e+04,9.57e-10 * (Tgas / 3.0e2)**(-0.50)
5507,He+,HC4S,S+,C4H,He,,1.00e+01,4.10e+04,9.57e-10 * (Tgas / 3.0e2)**(-0.50)
5508,He+,HC4S,C4H+,S,He,,1.00e+01,4.10e+04,9.57e-10 * (Tgas / 3.0e2)**(-0.50)
5509,C+,HC4S,C5S+,H,,,1.00e+01,4.10e+04,1.74e-09 * (Tgas / 3.0e2)**(-0.50)
5510,S,C4H3+,HC4SH+,H,,,1.00e+01,4.10e+04,5.00e-10
5511,S+,C4H3,HC4SH+,H,,,1.00e+01,4.10e+04,5.00e-10
5512,H3+,C6H5CCH,C6H5CCH2+,H2,,,1.00e+01,3.00e+03,2.00e-09
5513,HCO+,C6H5CCH,C6H5CCH2+,CO,,,1.00e+01,3.00e+03,2.00e-09
5514,N2H+,C6H5CCH,C6H5CCH2+,N2,,,1.00e+01,3.00e+03,2.00e-09
5515,H3O+,C6H5CCH,C6H5CCH2+,H2O,,,1.00e+01,3.00e+03,2.00e-09
5516,He+,C6H5CCH,C6H5,C2H+,He,,1.00e+01,3.00e+03,2.00e-09
5517,H3+,C5H5CCH,C5H5CCH2+,H2,,,1.00e+01,4.10e+04,2.30e-09 * (Tgas / 3.0e2)**(-0.50)
5518,H3O+,C5H5CCH,C5H5CCH2+,H2O,,,1.00e+01,4.10e+04,1.00e-09 * (Tgas / 3.0e2)**(-0.50)
5519,HCO+,C5H5CCH,C5H5CCH2+,CO,,,1.00e+01,4.10e+04,8.40e-10 * (Tgas / 3.0e2)**(-0.50)
5520,N2H+,C5H5CCH,C5H5CCH2+,N2,,,1.00e+01,4.10e+04,8.40e-10 * (Tgas / 3.0e2)**(-0.50)
5521,H2CCCH+,C6H6,C5H5CCH2+,C2H2,,,3.00e+02,3.00e+02,1.40e-09 * (Tgas / 3.0e2)**(-0.50)
5522,C6H5+,CH4,C5H5CCH2+,H2,,,3.00e+02,3.25e+02,7.50e-11 * (Tgas / 3.0e2)**(-0.50)
5523,C6H5+,CH2CCH2,C5H5CCH2+,C2H2,,,3.00e+02,3.25e+02,2.16e-11 * (Tgas / 3.0e2)**(-0.50)
5524,C6H5+,CH3CCH,C5H5CCH2+,C2H2,,,3.00e+02,3.25e+02,3.45e-11 * (Tgas / 3.0e2)**(-0.50)
5525,C6H5+,CH3CHCH2,C5H5CCH2+,C2H4,,,3.00e+02,3.25e+02,3.40e-10 * (Tgas / 3.0e2)**(-0.50)
5526,C6H5+,CH2CHCHCH2,C5H5CCH2+,CH2CCH2,,,3.00e+02,3.25e+02,6.00e-11 * (Tgas / 3.0e2)**(-0.50)
5527,C6H5+,CH2CHCHCH2,C5H5CCH2+,CH3CCH,,,3.00e+02,3.25e+02,6.00e-11 * (Tgas / 3.0e2)**(-0.50)
5528,H3+,NC4N,NC4NH+,H2,,,1.00e+01,4.10e+04,2.00e-09
5529,HCO+,NC4N,NC4NH+,CO,,,1.00e+01,4.10e+04,2.00e-09
5530,N2H+,NC4N,NC4NH+,N2,,,1.00e+01,4.10e+04,2.00e-09
5531,H3O+,NC4N,NC4NH+,H2O,,,1.00e+01,4.10e+04,2.00e-09
5532,He+,NC4N,C3N+,CN,He,,1.00e+01,4.10e+04,2.00e-09
5533,H3+,CH2CHCHCH2,C4H7+,H2,,,1.00e+01,3.00e+03,2.00e-09
5534,HCO+,CH2CHCHCH2,C4H7+,CO,,,1.00e+01,3.00e+03,2.00e-09
5535,N2H+,CH2CHCHCH2,C4H7+,N2,,,1.00e+01,3.00e+03,2.00e-09
5536,H3O+,CH2CHCHCH2,C4H7+,H2O,,,1.00e+01,3.00e+03,2.00e-09
5537,C-,C+,C,C,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5538,C-,C2H2+,C,C2H2,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5539,C-,C2H3+,C,C2H3,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5540,C-,C4H2+,C,C4H2,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5541,C-,C4H3+,C,C4H3,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5542,C-,C4S+,C,C4S,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5543,C-,H2CCCH+,C,CH2CCH,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5544,C-,CH3+,C,CH3,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5545,C-,CNC+,C,C2N,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5546,C-,Fe+,C,Fe,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5547,C-,H+,C,H,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5548,C-,H2CO+,C,H2CO,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5549,C-,H2S+,C,H2S,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5550,C-,H3+,C,H2,H,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5551,C-,H3O+,C,H,H2O,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5552,C-,HC2S+,C,C2S,H,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5553,C-,HCNH+,C,HCN,H,,1.00e+01,4.10e+04,3.76e-08 * (Tgas / 3.0e2)**(-0.50)
5554,C-,HCNH+,C,HNC,H,,1.00e+01,4.10e+04,3.76e-08 * (Tgas / 3.0e2)**(-0.50)
5555,C-,HCO+,C,H,CO,,1.00e+01,4.10e+04,3.76e-08 * (Tgas / 3.0e2)**(-0.50)
5556,C-,HCO+,C,HCO,,,1.00e+01,4.10e+04,3.76e-08 * (Tgas / 3.0e2)**(-0.50)
5557,C-,He+,C,He,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5558,C-,Mg+,C,Mg,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5559,C-,N+,C,N,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5560,C-,N2H+,C,N2,H,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5561,C-,NH3+,C,NH3,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5562,C-,NH4+,C,NH3,H,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5563,C-,NO+,C,NO,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5564,C-,Na+,C,Na,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5565,C-,O+,C,O,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5566,C-,S+,C,S,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5567,C-,SO+,C,SO,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5568,C-,Si+,C,Si,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5569,C-,SiO+,C,SiO,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5570,C-,SiOH+,C,SiO,H,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5571,C-,SiS+,C,SiS,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5572,C10-,C+,C,C10,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5573,C10-,C2H2+,C10,C2H2,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5574,C10-,C2H3+,C10,C2H3,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5575,C10-,C4H2+,C10,C4H2,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5576,C10-,C4H3+,C10,C4H3,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5577,C10-,C4S+,C10,C4S,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5578,C10-,H2CCCH+,C10,CH2CCH,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5579,C10-,CH3+,C10,CH3,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5580,C10-,CNC+,C10,C2N,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5581,C10-,Fe+,C10,Fe,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5582,C10-,H+,C10,H,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5583,C10-,H2CO+,C10,H2CO,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5584,C10-,H2S+,C10,H2S,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5585,C10-,H3+,C10,H2,H,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5586,C10-,H3O+,C10,H,H2O,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5587,C10-,HC2S+,C10,C2S,H,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5588,C10-,HCNH+,C10,HCN,H,,1.00e+01,4.10e+04,3.76e-08 * (Tgas / 3.0e2)**(-0.50)
5589,C10-,HCNH+,C10,HNC,H,,1.00e+01,4.10e+04,3.76e-08 * (Tgas / 3.0e2)**(-0.50)
5590,C10-,HCO+,C10,H,CO,,1.00e+01,4.10e+04,3.76e-08 * (Tgas / 3.0e2)**(-0.50)
5591,C10-,HCO+,C10,HCO,,,1.00e+01,4.10e+04,3.76e-08 * (Tgas / 3.0e2)**(-0.50)
5592,C10-,He+,C10,He,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5593,C10-,Mg+,C10,Mg,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5594,C10-,N+,C10,N,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5595,C10-,N2H+,C10,N2,H,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5596,C10-,NH3+,C10,NH3,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5597,C10-,NH4+,C10,NH3,H,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5598,C10-,NO+,C10,NO,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5599,C10-,Na+,C10,Na,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5600,C10-,O+,C10,O,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5601,C10-,S+,C10,S,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5602,C10-,SO+,C10,SO,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5603,C10-,Si+,C10,Si,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5604,C10-,SiO+,C10,SiO,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5605,C10-,SiOH+,C10,SiO,H,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5606,C10-,SiS+,C10,SiS,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5607,C10H-,C+,C,C10H,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5608,C10H-,C2H2+,C10H,C2H2,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5609,C10H-,C2H3+,C10H,C2H3,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5610,C10H-,C4H2+,C10H,C4H2,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5611,C10H-,C4H3+,C10H,C4H3,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5612,C10H-,C4S+,C10H,C4S,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5613,C10H-,H2CCCH+,C10H,CH2CCH,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5614,C10H-,CH3+,C10H,CH3,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5615,C10H-,CNC+,C10H,C2N,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5616,C10H-,Fe+,C10H,Fe,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5617,C10H-,H+,C10H,H,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5618,C10H-,H2CO+,C10H,H2CO,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5619,C10H-,H2S+,C10H,H2S,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5620,C10H-,H3+,C10H,H2,H,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5621,C10H-,H3O+,C10H,H,H2O,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5622,C10H-,HC2S+,C10H,C2S,H,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5623,C10H-,HCNH+,C10H,HCN,H,,1.00e+01,4.10e+04,3.76e-08 * (Tgas / 3.0e2)**(-0.50)
5624,C10H-,HCNH+,C10H,HNC,H,,1.00e+01,4.10e+04,3.76e-08 * (Tgas / 3.0e2)**(-0.50)
5625,C10H-,HCO+,C10H,H,CO,,1.00e+01,4.10e+04,3.76e-08 * (Tgas / 3.0e2)**(-0.50)
5626,C10H-,HCO+,C10H,HCO,,,1.00e+01,4.10e+04,3.76e-08 * (Tgas / 3.0e2)**(-0.50)
5627,C10H-,He+,C10H,He,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5628,C10H-,Mg+,C10H,Mg,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5629,C10H-,N+,C10H,N,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5630,C10H-,N2H+,C10H,N2,H,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5631,C10H-,NH3+,C10H,NH3,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5632,C10H-,NH4+,C10H,NH3,H,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5633,C10H-,NO+,C10H,NO,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5634,C10H-,Na+,C10H,Na,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5635,C10H-,O+,C10H,O,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5636,C10H-,S+,C10H,S,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5637,C10H-,SO+,C10H,SO,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5638,C10H-,Si+,C10H,Si,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5639,C10H-,SiO+,C10H,SiO,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5640,C10H-,SiOH+,C10H,SiO,H,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5641,C10H-,SiS+,C10H,SiS,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5642,C2-,C+,C,C2,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5643,C2-,C2H2+,C2,C2H2,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5644,C2-,C2H3+,C2,C2H3,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5645,C2-,C4H2+,C2,C4H2,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5646,C2-,C4H3+,C2,C4H3,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5647,C2-,C4S+,C2,C4S,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5648,C2-,H2CCCH+,C2,CH2CCH,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5649,C2-,CH3+,C2,CH3,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5650,C2-,CNC+,C2,C2N,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5651,C2-,Fe+,C2,Fe,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5652,C2-,H+,C2,H,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5653,C2-,H2CO+,C2,H2CO,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5654,C2-,H2S+,C2,H2S,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5655,C2-,H3+,C2,H2,H,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5656,C2-,H3O+,C2,H,H2O,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5657,C2-,HC2S+,C2,C2S,H,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5658,C2-,HCNH+,C2,HCN,H,,1.00e+01,4.10e+04,3.76e-08 * (Tgas / 3.0e2)**(-0.50)
5659,C2-,HCNH+,C2,HNC,H,,1.00e+01,4.10e+04,3.76e-08 * (Tgas / 3.0e2)**(-0.50)
5660,C2-,HCO+,C2,H,CO,,1.00e+01,4.10e+04,3.76e-08 * (Tgas / 3.0e2)**(-0.50)
5661,C2-,HCO+,C2,HCO,,,1.00e+01,4.10e+04,3.76e-08 * (Tgas / 3.0e2)**(-0.50)
5662,C2-,He+,C2,He,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5663,C2-,Mg+,C2,Mg,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5664,C2-,N+,C2,N,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5665,C2-,N2H+,C2,N2,H,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5666,C2-,NH3+,C2,NH3,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5667,C2-,NH4+,C2,NH3,H,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5668,C2-,NO+,C2,NO,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5669,C2-,Na+,C2,Na,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5670,C2-,O+,C2,O,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5671,C2-,S+,C2,S,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5672,C2-,SO+,C2,SO,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5673,C2-,Si+,C2,Si,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5674,C2-,SiO+,C2,SiO,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5675,C2-,SiOH+,C2,SiO,H,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5676,C2-,SiS+,C2,SiS,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5677,C2H-,C+,C,C2H,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5678,C2H-,C2H2+,C2H,C2H2,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5679,C2H-,C2H3+,C2H,C2H3,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5680,C2H-,C4H2+,C2H,C4H2,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5681,C2H-,C4H3+,C2H,C4H3,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5682,C2H-,C4S+,C2H,C4S,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5683,C2H-,H2CCCH+,C2H,CH2CCH,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5684,C2H-,CH3+,C2H,CH3,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5685,C2H-,CNC+,C2H,C2N,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5686,C2H-,Fe+,C2H,Fe,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5687,C2H-,H+,C2H,H,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5688,C2H-,H2CO+,C2H,H2CO,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5689,C2H-,H2S+,C2H,H2S,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5690,C2H-,H3+,C2H,H2,H,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5691,C2H-,H3O+,C2H,H,H2O,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5692,C2H-,HC2S+,C2H,C2S,H,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5693,C2H-,HCNH+,C2H,HCN,H,,1.00e+01,4.10e+04,3.76e-08 * (Tgas / 3.0e2)**(-0.50)
5694,C2H-,HCNH+,C2H,HNC,H,,1.00e+01,4.10e+04,3.76e-08 * (Tgas / 3.0e2)**(-0.50)
5695,C2H-,HCO+,C2H,H,CO,,1.00e+01,4.10e+04,3.76e-08 * (Tgas / 3.0e2)**(-0.50)
5696,C2H-,HCO+,C2H,HCO,,,1.00e+01,4.10e+04,3.76e-08 * (Tgas / 3.0e2)**(-0.50)
5697,C2H-,He+,C2H,He,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5698,C2H-,Mg+,C2H,Mg,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5699,C2H-,N+,C2H,N,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5700,C2H-,N2H+,C2H,N2,H,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5701,C2H-,NH3+,C2H,NH3,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5702,C2H-,NH4+,C2H,NH3,H,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5703,C2H-,NO+,C2H,NO,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5704,C2H-,Na+,C2H,Na,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5705,C2H-,O+,C2H,O,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5706,C2H-,S+,C2H,S,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5707,C2H-,SO+,C2H,SO,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5708,C2H-,Si+,C2H,Si,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5709,C2H-,SiO+,C2H,SiO,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5710,C2H-,SiOH+,C2H,SiO,H,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5711,C2H-,SiS+,C2H,SiS,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5712,C3-,C+,C,C3,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5713,C3-,C2H2+,C3,C2H2,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5714,C3-,C2H3+,C3,C2H3,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5715,C3-,C4H2+,C3,C4H2,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5716,C3-,C4H3+,C3,C4H3,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5717,C3-,C4S+,C3,C4S,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5718,C3-,H2CCCH+,C3,CH2CCH,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
5719,C3-,CH3+,C3,CH3,,,1.00e+01,4.10e+04,7.51e-08 * (Tgas / 3.0e2)**(-0.50)
